	3980,418,324,649
2509146	327,3046
2509147	327,1413,721
2509148	1000,327,416,200
2509149	335,327,28
2509150	1630,327,3314
2509151	1046,327
2509152	327,106,401
2509153	327,145,401,69
2509154	474,67,327,106
2509155	327,416,200
2509156	327,200
2509157	327,1165
2509158	335,327
2509159	327,529
2509160	3770,327,1093
2509161	327,144,1015
2509162	327,2024
2509163	1046,327,366,144
2509164	1306,380,327,174
2509165	578,1266,210,772,381,327
2509166	327,144
2509167	174,327,1141
2509168	109,327
2509169	327,2436
2509170	3053,1442,202,858,327
2509171	202,327
2509172	327,28
2509173	458,327
2509174	327,974
2509175	327,935
2509176	327,48
2509177	31,28,335,1077,327
2509178	67,327,344
2509179	327,106
2509180	327,144
2509181	938,327,106
2509182	327,198
2509183	327,28
2509184	1046,327
2509185	327,366
2509186	327,144
2509187	67,327
2509188	1000,327
2509189	67,327
2509190	327,366
2509191	28,666,1399,327,242,573
2509192	3408,3937,144,327
2509193	109,145,458,907,327,106,589
2509194	327,366
2509195	1046,327,366
2509196	1046,327,366
2509197	327,254
2509198	1046,327,366
2509199	370,327
2509200	1046,327,366
2509201	1342,327,2227,789
2509202	1818,327,195
2509203	327,112
2509204	327,106,28
2509205	327,778,145
2509206	327,172
2509207	327,416
2509208	2257,327
2509209	327,974
2509210	317,327,198
2509211	456,2633,7,483,327
2509212	1715,327,740,691
2509213	307,327
2509214	1046,327
2509215	552,327,31
2509216	327,242
2509217	327,106
2509218	1737,327
2509219	474,327
2509220	1993,327
2509221	327,1141
2509222	327,529
2509223	327,2183
2509224	327,145,529
2509225	327,144
2509226	529,144,327
2509227	327,1630
2509228	2924,327
2509229	327,106
2509230	327,401
2509231	363,327
2509232	1046,327
2509233	1046,327
2509234	67,327,739
2509235	327,1560
2509236	109,172,1984,67,947,327
2509237	327,144
2509238	474,327,1977
2509239	109,327
2509240	327,401
2509241	327,33
2509242	67,327
2509243	327,778
2509244	320,145,474,1623,327
2509245	327,200
2509246	529,67,795,327,69,1117,392
2509247	327,416
2509248	317,327,152,198
2509249	327,416,200
2509250	336,1551,317,80,199,198,327
2509251	327,366
2509252	327,416
2509253	617,327,819
2509254	327,242,1399
2509255	327,838
2509256	327,4492
2509257	327,144,801
2509258	327,144
2509259	1046,327
2509260	317,327,198
2509261	109,721,778,238,327,106
2509262	327,1658,1324
2509263	972,327,1106
2509264	317,327,198
2509265	803,161,297,210,7,270,795,23,1399,327
2509266	868,78,327,1146
2509267	327,144,106
2509268	474,327
2509269	327,63,401,691
2509270	327,366
2509271	4001,327
2509272	327,366,144
2509273	1635,327
2509274	1046,327,366
2509275	327,106
2509276	1046,327
2509277	327,988,452
2509278	327,795
2509279	327,366
2509280	327,366
2509281	327,4492
2509282	90,327,3645
2509283	317,327,144,106
2509284	327,200
2509285	327,144
2509286	327,366
2509287	327,112
2509288	7,947,327,80
2509289	327,755
2509290	327,416
2509291	327,144
2509292	778,28,144,69,327
2509293	327,778
2509294	327,209
2509295	327,144
2509296	4,327
2509297	327,1631,1973
2509298	327,795
2509299	327,145
2509300	327,1059
2509301	327,2552
2509302	327,366
2509303	628,327
2509304	821,327
2509305	327,366
2509306	327,69
2509307	401,598,995,69,327,106
2509308	327,721
2509309	327,144
2509310	144,327,366,28
2509311	1046,327,366
2509312	327,69
2509313	327,401
2509314	474,327,778
2509315	227,203,1619,1491,1141,327,1325,190
2509316	1000,327
2509317	327,144
2509318	327,691
2509319	327,172,28
2509320	327,1094
2509321	327,771
2509322	778,401,1671,69,327,106
2509323	327,388
2509324	327,172
2509325	327,69,649
2509326	327,2013
2509327	1046,327,366
2509328	327,145
2509329	2818,145,1779,327,106
2509330	327,33
2509331	3937,3408,144,974,327
2509332	327,778
2509333	327,416
2509334	327,198
2509335	327,2523,198
2509336	529,144,327
2509337	327,1221,1106
2509338	227,1619,1491,1141,327,1325,190
2509339	803,145,327,106
2509340	327,721
2509341	327,898
2509342	144,327,778,401
2509343	327,200
2509344	327,416,16
2509345	327,795
2509346	327,200
2509347	305,327,606,3682
2509348	327,795
2509349	327,1612
2509350	238,327,172
2509351	1847,327
2509352	474,529,327
2509353	327,2183
2509354	174,327
2509355	4,327,242,499
2509356	1046,327,366
2509357	327,106,401
2509358	366,795,200,327,416
2509359	474,327
2509360	327,69
2509361	947,380,327
2509362	327,145,69,691
2509363	109,327,106
2509364	474,327,456
2509365	327,635,1357
2509366	210,327,301
2509367	327,144,2409,1619
2509368	14,1059,53,327,377
2509369	327,198
2509370	327,366,144
2509371	327,366
2509372	721,145,474,1141,327,222,691
2509373	327,416,144
2509374	529,144,327
2509375	327,144,401,69
2509376	1000,327
2509377	327,366
2509378	327,200
2509379	1000,327
2509380	1867,327
2509381	336,2,317,80,198,327
2509382	327,366
2509383	327,1432
2509384	327,3410,2317
2509385	364,327
2509386	327,69
2509387	363,335,3655,406,1106,327,704,106
2509388	327,1357
2509389	327,1439
2509390	110,327
2509391	327,442
2509392	327,874
2509393	4,327,3765,906
2509394	67,327
2509395	458,327
2509396	380,327
2509397	1693,327,388
2509398	109,327,2500
2509399	1046,327,366
2509400	529,144,327
2509401	50,327,198
2509402	327,145,1546
2509403	401,145,461,69,327
2509404	327,1655
2509405	327,704,792,69
2509406	109,327,69
2509407	327,359
2509408	446,3555,28,327
2509409	1671,529,144,327
2509410	120,327
2509411	327,366
2509412	652,327,141
2509413	412,327,6
2509414	515,556,1942,327
2509415	327,51
2509416	327,1949
2509417	529,144,327
2509418	284,327,252
2509419	327,2232,359,529
2509420	327,325
2509421	327,279
2509422	60,327
2509423	327,1778
2509424	327,1141
2509425	327,1324
2509426	327,1657
2509427	109,327,778,69
2509428	327,1727
2509429	327,2664,144,69
2509430	1046,327,366
2509431	327,106
2509432	803,145,327
2509433	1671,327,31,721
2509434	327,573
2509435	210,327,292
2509436	317,327,198
2509437	474,327
2509438	474,109,327
2509439	1715,1737,69,1106,327
2509440	1965,327,144,190
2509441	803,401,327
2509442	327,168
2509443	803,401,69,327,106,176
2509444	327,401
2509445	327,144
2509446	1715,327,3497
2509447	401,67,483,1141,327,106,691
2509448	327,588,144
2509449	327,3454
2509450	947,327,145
2509451	327,965
2509452	235,327,33,150
2509453	150,327,112
2509454	327,778
2509455	109,327,2084,529
2509456	529,1630,144,327,573
2509457	474,327
2509458	515,434,181,36,327
2509459	327,125
2509460	327,740
2509461	307,327
2509462	327,1170,795
2509463	327,69
2509464	335,327,3233
2509465	327,838
2509466	327,176
2509467	327,529
2509468	474,327,344
2509469	327,778,242
2509470	972,327
2509471	327,106,721
2509472	327,401,25
2509473	327,778,69
2509474	1693,327
2509475	327,144
2509476	317,327,198
2509477	327,795
2509478	159,327,142
2509479	67,327,106
2509480	380,327,3526,358
2509481	1046,327,366
2509482	327,145,106
2509483	327,366
2509484	401,1671,619,144,327,421
2509485	327,416,106,144
2509486	327,1106
2509487	327,198
2509488	277,412,159,327,573
2509489	1873,327
2509490	474,327,242
2509491	327,145
2509492	327,144
2509493	474,327,242
2509494	320,2170,2848,1400,327
2509495	474,327,242
2509496	327,206,857
2509497	474,1837,327
2509498	109,327,242,28
2509499	327,144,106
2509500	2,327,198,317
2509501	1000,327,145
2509502	3770,183,327
2509503	327,366
2509504	327,242
2509505	327,344
2509506	327,145,401
2509507	1000,1873,327,3998
2509508	335,327
2509509	327,2286
2509510	327,795
2509511	327,183
2509512	327,1219
2509513	2148,327
2509514	327,69
2509515	327,1885
2509516	2437,327,1429,529
2509517	109,327,589
2509518	474,327
2509519	238,327
2509520	327,366
2509521	327,795,200
2509522	327,2183
2509523	327,2100
2509524	1342,327
2509525	529,771,483,144,327,106
2509526	327,388
2509527	327,1255,589
2509528	327,778,721,69
2509529	713,327
2509530	327,401,499
2509531	317,80,327,198
2509532	327,144,106,1141
2509533	327,200
2509534	327,254,358
2509535	327,366
2509536	327,366,144
2509537	327,3827,974
2509538	327,778
2509539	327,401
2509540	327,366,795
2509541	1046,327,366
2509542	1046,327,366
2509543	327,168
2509544	1619,144,146,3168,327,416,2388
2509545	1046,327,366
2509546	327,795,200
2509547	1046,327,366
2509548	1046,327,366
2509549	317,327,198
2509550	743,327,401,1581
2509551	327,78
2509552	327,144,721,69
2509553	1046,327,366
2509554	327,176
2509555	327,366
2509556	327,906
2509557	327,241
2509558	327,401
2509559	474,67,3565,327,3722
2509560	713,2017,529,145,144,327
2509561	327,106
2509562	327,740
2509563	327,1539
2509564	327,366,144
2509565	327,1619
2509566	381,327
2509567	327,366
2509568	3351,397,58,75,327
2509569	327,195
2509570	327,106
2509571	327,198
2509572	327,28
2509573	320,1965,447,69,327,106,176
2509574	1046,327,366
2509575	327,16
2509576	2090,327
2509577	327,106
2509578	109,327
2509579	327,272
2509580	327,76
2509581	1046,327
2509582	327,401
2509583	109,1875,380,474,327,106
2509584	1940,327,69
2509585	2784,327
2509586	327,205
2509587	88,3104,623,38,128,327,3110
2509588	327,4276
2509589	210,327,778,69
2509590	4024,327
2509591	109,327
2509592	54,1055,327,1791
2509593	327,366
2509594	529,144,327,573
2509595	529,144,327
2509596	327,366
2509597	1761,327,573
2509598	1046,327,366
2509599	327,145
2509600	327,366
2509601	327,795
2509602	327,795
2509603	327,366
2509604	327,795
2509605	327,69
2509606	327,172,1150
2509607	1046,327,366,144
2509608	2134,327,691
2509609	109,327
2509610	327,1442
2509611	327,242,69
2509612	327,795
2509613	721,28,144,327,106
2509614	327,795
2509615	327,795
2509616	327,366
2509617	2145,327
2509618	327,106
2509619	327,795
2509620	3401,327
2509621	327,200
2509622	803,872,327
2509623	327,28,589
2509624	327,366
2509625	150,158,195,8,1110,327
2509626	1847,327,529
2509627	327,145,106
2509628	2367,327
2509629	327,795,200
2509630	327,200
2509631	2623,508,988,327,499
2509632	327,795
2509633	529,144,327
2509634	327,366,200
2509635	202,327
2509636	327,69
2509637	327,103,142
2509638	327,1235
2509639	721,242,28,474,67,198,1141,947,327,48,106
2509640	1917,1586,2717,706,327
2509641	1239,1446,2550,1791,1615,1712,1399,327
2509642	327,1235,14
2509643	327,795
2509644	327,366
2509645	336,80,327,317
2509646	109,327,401
2509647	713,401,1671,327,106
2509648	529,144,327
2509649	159,327,9
2509650	474,327
2509651	327,979,721
2509652	327,366,144
2509653	327,338
2509654	327,144,145,69
2509655	482,766,31,2980,872,1213,327
2509656	327,172,988,1517
2509657	291,327
2509658	327,594
2509659	778,202,270,1254,327
2509660	336,922,2,317,80,38,198,327
2509661	327,366
2509662	327,2487
2509663	327,1363
2509664	327,280,33
2509665	317,327,198
2509666	3408,327
2509667	1173,947,327
2509668	483,327,53
2509669	327,85,803,69
2509670	972,327,1007
2509671	327,106
2509672	327,1468
2509673	1221,1917,2664,1399,200,327
2509674	327,366
2509675	1810,3093,67,327,415
2509676	327,200
2509677	456,327
2509678	317,327,198
2509679	474,327
2509680	327,1059
2509681	327,144
2509682	327,416
2509683	327,366
2509684	327,144
2509685	327,795
2509686	327,366
2509687	327,416
2509688	803,327,649
2509689	1375,327,144,145
2509690	327,2013
2509691	31,28,818,335,327,691
2509692	327,416
2509693	327,366
2509694	327,1560,198
2509695	327,562
2509696	327,1141
2509697	327,795,200
2509698	474,327
2509699	327,366,416
2509700	474,327
2509701	327,242
2509702	474,327,242
2509703	474,327,242
2509704	474,327
2509705	474,327
2509706	474,327
2509707	474,327
2509708	474,327
2509709	474,327
2509710	474,327
2509711	474,327,69
2509712	474,327
2509713	474,327
2509714	474,327
2509715	170,327,474
2509716	170,327,474
2509717	170,327,474
2509718	474,327
2509719	474,327
2509720	170,327,474
2509721	44,920,195,311,327
2509722	605,943,311,145,4402,41,327,387,222
2509723	456,327
2509724	818,327
2509725	327,2100
2509726	474,109,327,573
2509727	327,200
2509728	327,792
2509729	327,28
2509730	327,320
2509731	327,28
2509732	327,4492
2509733	327,69
2509734	327,200
2509735	327,200
2509736	2817,139,2,80,327
2509737	327,529
2509738	474,327,145
2509739	327,366
2509740	778,242,792,238,2915,67,487,327,106
2509741	327,2119
2509742	327,366
2509743	327,200
2509744	302,48,327,311
2509745	1000,327,795
2509746	401,1059,2410,198,327,106
2509747	327,144,721,69
2509748	327,144
2509749	327,524
2509750	556,144,327
2509751	2,139,327,24
2509752	327,3294
2509753	327,106
2509754	381,327
2509755	327,69
2509756	327,28,721
2509757	1000,327,366,795
2509758	327,366,144
2509759	327,142
2509760	1576,327,106,198
2509761	474,327,106
2509762	327,14
2509763	458,327,153
2509764	2287,327,550
2509765	327,2045
2509766	2734,327
2509767	456,327
2509768	327,366,144
2509769	84,327,143
2509770	327,974
2509771	327,145
2509772	67,327,3427
2509773	327,208,3486,359
2509774	713,327,28,198
2509775	327,48
2509776	327,200
2509777	327,144,1141
2509778	529,144,327
2509779	327,1662,106
2509780	1046,327,366
2509781	327,36
2509782	1000,327,691
2509783	456,1635,327
2509784	2474,327
2509785	1125,447,69,327,106,421
2509786	721,778,28,401,69,325,327
2509787	392,327,238,593
2509788	67,327
2509789	327,589
2509790	327,1175
2509791	323,327,366,583
2509792	327,803,401,69
2509793	109,618,238,327
2509794	7,327
2509795	327,439
2509796	746,327,206,2288
2509797	327,44,24
2509798	721,401,1612,327,416
2509799	327,165
2509800	1535,327
2509801	327,1917,153
2509802	327,366
2509803	327,401,69
2509804	327,69
2509805	1671,327,416,69
2509806	327,366
2509807	327,106,97
2509808	602,327,569
2509809	474,327
2509810	327,2487,176
2509811	327,691
2509812	109,327,198
2509813	327,28,69
2509814	1077,327
2509815	218,327
2509816	327,366,144
2509817	327,366,795
2509818	327,366
2509819	721,327,145,106
2509820	1046,327,366
2509821	1046,327,366
2509822	1046,327,366
2509823	327,198
2509824	327,366
2509825	327,366
2509826	488,327
2509827	1046,327,366
2509828	1046,327,366
2509829	327,48,1657,112
2509830	327,443,1853
2509831	327,366
2509832	327,195
2509833	3314,28,327,1954,1978
2509834	327,2922
2509835	327,401
2509836	327,778,401,112
2509837	132,327,474
2509838	327,144
2509839	8,327,492,236
2509840	327,3427,144
2509841	327,144
2509842	327,145
2509843	327,3526,2418
2509844	191,327,69,200,1046
2509845	3446,327
2509846	238,1883,2410,327
2509847	327,416
2509848	327,106
2509849	7,327
2509850	556,327
2509851	327,2036
2509852	154,327
2509853	327,418
2509854	327,1141
2509855	474,327
2509856	28,346,2107,795,947,327
2509857	67,327,401,880
2509858	2106,401,1299,145,240,144,327,106
2509859	109,327,106,589
2509860	327,366,795
2509861	327,416
2509862	317,327,198
2509863	327,106,1707
2509864	317,80,327,198
2509865	327,366
2509866	327,721,69
2509867	327,144
2509868	3733,1448,327
2509869	895,159,107,327,1106,1306,254
2509870	188,327
2509871	327,366,144
2509872	327,1045
2509873	327,1092
2509874	327,112,165
2509875	474,327
2509876	327,198
2509877	327,799
2509878	327,144
2509879	327,200
2509880	327,1141
2509881	68,575,3819,1256,327
2509882	327,795,200
2509883	652,888,1801,516,327
2509884	327,366
2509885	327,106
2509886	327,795
2509887	803,106,327,198
2509888	838,1092,159,327,819
2509889	327,106,401
2509890	1046,327,3104
2509891	327,366
2509892	327,242
2509893	327,208,53,8
2509894	109,483,327,106,589
2509895	327,388
2509896	262,327,155,103
2509897	529,144,327
2509898	327,144
2509899	327,1399
2509900	327,552
2509901	327,366
2509902	109,172,54,327,198,4
2509903	327,366
2509904	327,366
2509905	1993,327
2509906	327,795
2509907	1046,327,366
2509908	474,327,242,401
2509909	154,327
2509910	67,327,144
2509911	270,327
2509912	1046,327,366
2509913	1046,327,366
2509914	327,366
2509915	327,366
2509916	1046,327,366
2509917	1046,327,366
2509918	327,529
2509919	1046,327,366
2509920	1046,327,366
2509921	1046,327,366
2509922	327,529
2509923	327,416
2509924	327,144
2509925	327,69
2509926	327,144,401
2509927	327,106
2509928	327,1197
2509929	327,145,191
2509930	2119,401,144,198,327,48,106
2509931	327,1175
2509932	1000,327,721
2509933	372,327
2509934	109,1161,845,327,325,556,1324
2509935	327,144,740
2509936	327,200
2509937	327,366
2509938	109,327,778
2509939	327,416
2509940	327,359
2509941	947,109,327,198
2509942	327,2544
2509943	327,778,721
2509944	327,4770,28
2509945	327,28
2509946	327,529
2509947	327,144,106
2509948	456,304,321,33,327
2509949	327,416,809
2509950	327,265,198
2509951	1251,164,3674,1873,1025,875,327,416,106,649
2509952	335,327,1409
2509953	327,198
2509954	327,344,575,176
2509955	327,200
2509956	327,1086,68
2509957	327,795
2509958	327,69
2509959	327,200
2509960	327,200
2509961	327,145,2065
2509962	1636,168,3368,327,3641
2509963	327,366
2509964	327,129
2509965	1821,327
2509966	795,327,355
2509967	327,501
2509968	803,327
2509969	1046,327,366,144
2509970	327,144
2509971	483,327
2509972	7,327
2509973	327,144,198
2509974	327,416
2509975	327,366
2509976	327,416
2509977	327,300
2509978	327,416
2509979	364,327,172,109
2509980	713,327,238
2509981	327,1038,68
2509982	109,317,1170,198,327
2509983	327,200
2509984	327,416,200
2509985	327,1254
2509986	1046,327
2509987	327,366
2509988	67,327
2509989	327,358
2509990	327,4008,362
2509991	336,2,317,80,198,327
2509992	327,929,721
2509993	327,48
2509994	887,1162,11,1393,327
2509995	327,106
2509996	160,335,223,69,327
2509997	3700,327,3104
2509998	327,1075
2509999	380,327,78,53
2510000	1046,327
2510001	947,327
2510002	334,329,628,327,1689
2510003	1046,327
2510004	327,619,401
2510005	1046,327
2510006	317,327,198,153
2510007	1046,327
2510008	529,144,327
2510009	755,198,1661,327,3413
2510010	2585,170,359,36,327
2510011	327,190
2510012	1046,327,366
2510013	327,206
2510014	109,327
2510015	327,145,106
2510016	2134,327
2510017	327,1134,1357
2510018	1046,327
2510019	327,366
2510020	327,1295,809
2510021	327,200
2510022	327,172
2510023	947,327,1612
2510024	327,11,198
2510025	327,366
2510026	327,48,3486,611
2510027	327,3618
2510028	3675,327,145
2510029	327,28,721,691
2510030	2544,327,93
2510031	1046,327
2510032	174,327,144,106
2510033	336,317,81,80,198,327,1182
2510034	54,327,366
2510035	327,103
2510036	327,1040
2510037	109,327
2510038	327,31,144,801
2510039	327,144,106,721
2510040	378,14,84,143,327
2510041	327,795
2510042	327,1325,2631
2510043	2534,327,254,792
2510044	1046,327
2510045	307,327,28
2510046	1323,327,28,1636
2510047	803,778,28,401,474,327
2510048	327,144
2510049	336,2,317,80,2156,327,198,302
2510050	713,327
2510051	327,795
2510052	327,401
2510053	327,242
2510054	327,401
2510055	327,920
2510056	327,242,589
2510057	327,144
2510058	327,3284
2510059	327,69
2510060	474,327,366
2510061	327,366
2510062	1990,67,327,242
2510063	229,327
2510064	4,327,2600
2510065	474,327
2510066	1000,327
2510067	474,327
2510068	202,327
2510069	474,327
2510070	474,327
2510071	1046,327
2510072	367,327
2510073	327,795
2510074	3675,367,327
2510075	327,200
2510076	317,327,198
2510077	327,1767
2510078	238,327
2510079	2500,317,327,341,510,611
2510080	327,69
2510081	1046,327,144
2510082	1318,190,703,327
2510083	327,499
2510084	335,327,388,2437
2510085	573,327,401,358
2510086	1046,327,366,144
2510087	327,635
2510088	327,144,106
2510089	327,401
2510090	336,2,317,80,198,327
2510091	327,144
2510092	327,144
2510093	327,795
2510094	327,416
2510095	327,401,809
2510096	327,242
2510097	327,2100
2510098	327,366,144
2510099	327,144
2510100	1046,327
2510101	327,69
2510102	510,327
2510103	28,25,1727,327,176
2510104	327,172
2510105	327,4175,176
2510106	327,1061
2510107	327,1401,2091
2510108	327,320
2510109	335,327,1366
2510110	2788,3997,3702,327
2510111	327,416
2510112	327,434,242
2510113	2199,174,327,1045,273,5
2510114	327,144,106,172
2510115	1000,327
2510116	327,499
2510117	327,198
2510118	327,619
2510119	202,327,1363
2510120	1046,327,144
2510121	1251,1875,1161,144,327,589
2510122	28,805,619,1106,327
2510123	327,144,1106
2510124	474,327
2510125	474,327
2510126	474,327
2510127	1046,327,144
2510128	327,1092,1059
2510129	238,327
2510130	474,327
2510131	529,144,327
2510132	336,2,317,80,198,327
2510133	327,106
2510134	327,1025
2510135	1151,366,3605,327,1046,222
2510136	327,11
2510137	327,93
2510138	170,109,327
2510139	381,67,327,200
2510140	327,366,144
2510141	392,327,238
2510142	327,366,144
2510143	1046,327
2510144	327,366
2510145	529,172,771,474,1727,327
2510146	109,743,145,327
2510147	327,144
2510148	327,69
2510149	327,771,529
2510150	327,795
2510151	2107,327,3314
2510152	327,416,1176,325
2510153	327,222
2510154	327,558
2510155	317,80,327,198
2510156	1298,778,366,1000,67,795,144,327,809,392,2583
2510157	327,655,281,24
2510158	327,106
2510159	327,145
2510160	327,1059
2510161	327,3301
2510162	456,1867,1134,11,1949,327
2510163	401,1059,145,144,69,327
2510164	483,327
2510165	317,327,198
2510166	2223,1215,1574,1106,809,327
2510167	109,327,106
2510168	947,327
2510169	327,198
2510170	1125,31,95,327,1324
2510171	327,1586,362
2510172	327,69
2510173	1013,327
2510174	474,327
2510175	972,327
2510176	7,327
2510177	109,327
2510178	3900,327
2510179	327,3038
2510180	327,795
2510181	109,239,317,896,11,1163,1076,327,34,118
2510182	1046,327
2510183	529,144,1097,327
2510184	327,366
2510185	456,327
2510186	713,401,1151,286,947,327,649
2510187	154,327,112,1838
2510188	327,192
2510189	170,256,317,198,327
2510190	109,327
2510191	67,42,327,588
2510192	327,778
2510193	483,327,778,721
2510194	327,144,1141
2510195	228,3502,284,2999,41,2124,327
2510196	1046,327,366
2510197	327,144
2510198	529,144,327
2510199	327,366
2510200	317,327,198
2510201	532,327,1301
2510202	1026,327,1273
2510203	1868,327,708
2510204	84,916,327
2510205	327,366
2510206	3674,327
2510207	1393,327
2510208	327,401
2510209	364,327,172
2510210	335,327,3425
2510211	327,366
2510212	1046,327,366
2510213	327,106
2510214	327,778,2100
2510215	1046,327,144
2510216	1046,327,144
2510217	327,1630
2510218	1579,327
2510219	1046,327,366
2510220	327,198,2545
2510221	327,28
2510222	109,327
2510223	327,401
2510224	1046,327
2510225	145,474,483,327,112
2510226	2,327,540
2510227	335,327
2510228	327,144
2510229	458,327,144,1025
2510230	109,327,1162
2510231	327,172,771
2510232	1046,327,366
2510233	327,778
2510234	327,256
2510235	109,456,67,69,327,691
2510236	305,327,31,33
2510237	382,483,327
2510238	743,401,327
2510239	474,327,69
2510240	7,327
2510241	494,2183,144,327
2510242	363,327
2510243	474,327,106
2510244	2474,327,106,401
2510245	327,172
2510246	317,327
2510247	568,327,1662
2510248	721,401,28,447,327,691
2510249	2602,327,69
2510250	327,28
2510251	380,327,33
2510252	1397,327,144
2510253	336,2,317,715,80,418,198,327
2510254	474,327,242,1990
2510255	327,205
2510256	474,327,106,721
2510257	327,144
2510258	67,327
2510259	456,327
2510260	327,208
2510261	327,1539,182
2510262	327,434
2510263	327,366,144
2510264	101,301,327
2510265	327,144
2510266	327,144
2510267	327,1699
2510268	327,144
2510269	327,106
2510270	327,28
2510271	778,2809,797,327,88
2510272	327,366
2510273	2286,327,325,556,588,2583
2510274	327,1595,630,525
2510275	1046,327,366
2510276	3516,1630,188,191,988,327,1306,2487,549
2510277	327,401,69
2510278	327,416,28,358
2510279	327,1713
2510280	327,338
2510281	972,67,327,358
2510282	376,327,434,759
2510283	91,327,30,2036
2510284	327,716,439,343
2510285	317,327,85,198
2510286	327,144
2510287	327,416
2510288	1046,327,144
2510289	130,327
2510290	327,529
2510291	2787,327
2510292	3672,327
2510293	327,366,144
2510294	327,778
2510295	327,691
2510296	327,3044,28
2510297	412,327,1011
2510298	327,251
2510299	327,28
2510300	597,327,257
2510301	327,242,28,593
2510302	327,183
2510303	474,327,242,358
2510304	327,366
2510305	327,366
2510306	327,144,106,1612
2510307	401,69,327,416,106
2510308	327,256,198
2510309	1000,327,200
2510310	327,499
2510311	327,630
2510312	327,1295,1619,1093
2510313	327,144
2510314	327,145
2510315	336,2089,2,317,246,80,198,327
2510316	577,327,33,181
2510317	2474,327
2510318	336,2,317,80,198,327
2510319	327,778,696
2510320	1715,109,223,388,241,447,696,974,358,327,416,106
2510321	325,327,145,691
2510322	1110,327,2856
2510323	529,144,327
2510324	327,222
2510325	327,366
2510326	327,366
2510327	327,366
2510328	327,28
2510329	793,327
2510330	327,144
2510331	327,3478
2510332	1737,327
2510333	327,5,506
2510334	327,529
2510335	327,354
2510336	327,366
2510337	1737,327
2510338	109,327,401
2510339	529,144,327
2510340	327,2711,4114
2510341	327,4492
2510342	327,145,1286
2510343	474,327
2510344	327,106
2510345	1117,327,381,1985
2510346	327,198
2510347	327,1219
2510348	327,721
2510349	456,380,327,358
2510350	327,1254
2510351	327,366,144
2510352	327,366,144
2510353	327,366,144
2510354	327,366,144
2510355	327,366,144
2510356	327,198
2510357	821,327
2510358	529,144,327
2510359	1990,327
2510360	327,795
2510361	67,327,795
2510362	327,366,795
2510363	529,144,327
2510364	474,327
2510365	529,144,327
2510366	327,1978
2510367	327,778
2510368	327,205
2510369	142,1451,338,458,974,1847,327
2510370	67,327
2510371	11,311,327,165,1597
2510372	529,372,144,327,140
2510373	2145,327
2510374	738,327,3427,474
2510375	327,2318,532,2288
2510376	256,3593,198,327,34
2510377	327,200
2510378	1718,327,588
2510379	327,649
2510380	327,69,1727
2510381	327,795
2510382	170,1875,529,661,159,144,327,1306
2510383	320,1737,144,69,327
2510384	3000,3143,327,1245,2139
2510385	364,327,172
2510386	327,198
2510387	336,2,317,80,198,327
2510388	327,242
2510389	327,144
2510390	210,109,327
2510391	327,106,401,721
2510392	336,317,80,198,327
2510393	327,106
2510394	109,327,106
2510395	327,358
2510396	327,795
2510397	327,795
2510398	327,1662,2229,1325
2510399	327,359
2510400	327,795
2510401	201,327,2146
2510402	327,366
2510403	327,3340
2510404	327,200
2510405	1000,327
2510406	3245,380,2035,532,947,327
2510407	327,28
2510408	327,366
2510409	327,366
2510410	1046,327,366
2510411	1046,327,366
2510412	327,366
2510413	3984,510,327,1025
2510414	385,327
2510415	327,144
2510416	327,988
2510417	327,242
2510418	109,327
2510419	109,327
2510420	327,416
2510421	327,265,145,106
2510422	109,327,778
2510423	327,69
2510424	1875,327
2510425	327,2024,1615
2510426	327,265,979,1260
2510427	327,144
2510428	327,3245
2510429	317,327,1196,198
2510430	327,66
2510431	721,401,69,327,106
2510432	327,988
2510433	327,200
2510434	67,327,933,529
2510435	327,30,144
2510436	327,106
2510437	458,327
2510438	67,327,344
2510439	1535,327
2510440	327,795,200
2510441	529,144,327
2510442	327,366
2510443	381,327,366
2510444	327,366
2510445	317,327,198,170
2510446	327,106
2510447	3061,327,2818,585
2510448	327,28,4114
2510449	327,144
2510450	474,327,416,691
2510451	3606,327
2510452	2544,317,327,1954,242
2510453	327,1059
2510454	327,198
2510455	327,588,710
2510456	1737,327
2510457	327,106
2510458	327,366
2510459	327,366
2510460	327,416,2016
2510461	943,327
2510462	327,8
2510463	458,327
2510464	327,416,69
2510465	327,106
2510466	327,106
2510467	317,327
2510468	327,1424
2510469	327,106
2510470	327,106
2510471	327,142
2510472	327,366,144
2510473	713,327,704,1418
2510474	327,106,69
2510475	327,28,69
2510476	2262,868
2510477	2262,2121,396
2510478	2262,209,360
2510479	2262,494,459
2510480	2262,11
2510481	2262,565
2510482	2262,1442
2510483	3194,2262,775
2510484	2262,6
2510485	2262,1008
2510486	2514,467,390,2262,622
2510487	2262,76
2510488	2262,1679,3502
2510489	2262,619
2510490	2262,1888
2510491	201,2262,546,260
2510492	652,2766,238,2262,1086,640,388,325
2510493	7,2262
2510494	218,2262
2510495	2262,1040
2510496	2221,2262
2510497	2262,803
2510498	2262,4
2510499	4,2262,1405
2510500	390,2262
2510501	2262,1145,1301
2510502	2262,512
2510503	2262,11
2510504	2262,875
2510505	2262,282
2510506	823,2262
2510507	2262,63,25
2510508	2262,418
2510509	2262,574,1082,677,487,69,635
2510510	2262,669
2510511	2262,1265
2510512	922,2262
2510513	2262,294,334
2510514	2262,1568,2737
2510515	2262,1201
